name,city,area,cuisines_clean,rating_clean,delivery_mins,minDeliveryTime,maxDeliveryTime,cost_two_clean,visibility_index
Smokin' Joe's,Pune,Shivajinagar,"American, Fast, Food",4,35,35,35,400,15.72730253
House of Paratha,Pune,Shivajinagar,"North, Indian",4.1,36,36,36,250,16.12048509
Garva Biryani,Pune,Swargate,Biryani,3.6,34,34,34,300,10.96028078
Cafe Peter,Pune,Shivajinagar,Continental,3.5,38,38,38,350,10.65582853
Munchieez,Pune,Shivaji Nagar,"Fast, Food, Snacks, Beverages",,37,37,37,400,
Cinnamon by Shantai,Pune,Rasta Peth,"North, Indian, Chinese, Continental",4.4,46,46,46,600,13.39589873
Lassi Magic,Pune,Sadashiv Peth,Beverages,,45,45,45,200,
Eatsome,Pune,Shivajinagar,"North, Indian, Biryani, Street, Food, Fast, Food, Combo, Beverages",4.2,32,32,32,250,19.38350617
AADD (M) AADD(B),Pune,Sadashiv Peth,"Cafe, Beverages, Desserts",,44,44,44,300,
Kwality Family Resto Bar(Rahul Cinemas),Pune,Shivaji Nagar,"North, Indian, Punjabi, Biryani, Chinese, Desserts",,38,38,38,450,
Pandurang Bhel,Pune,Sadashiv Peth,"Fast, Food",4.6,36,36,36,150,21.22955438
Oum Kailash Dairy,Pune,Ganesh Peth,Desserts,,38,38,38,150,
HAIDRABADI BIRYANI HOUSE,Pune,Swargate,"Hyderabadi, Biryani",,37,37,37,300,
The Deccan Bid Capital,Pune,Shivajinagar,"North, Indian, Continental",,39,39,39,1200,
Anand Veg,Pune,Erandwane,"North, Indian, Fast, Food, Chinese",4.4,36,36,36,400,27.35306684
NIC Natural Ice Creams,Pune,Modi Colony,"Ice, Cream, Desserts",4.6,31,31,31,120,21.22955438
Amrapali,Pune,Deccan Gymkhana,"North, Indian, Chinese",4.5,40,40,40,600,20.76804233
Absolute China,Pune,Erandwane,Chinese,3.9,34,34,34,200,24.24476379
Venky's Xprs (Shivaji Nagar),Pune,Deccan Gymkhana,"Fast, Food",4.5,36,36,36,300,17.69321535
Hotel Malwani Solkadi,Pune,Sadashiv Peth,Maharashtrian,,44,44,44,500,
PGI Restaurant,Pune,Camp,Seafood,,44,44,44,400,
Krishna Chaya,Pune,sadashiv peth,"Snacks, South, Indian, Chinese",,38,38,38,150,
Masemari - The Fishing,Pune,Sadashiv Peth,"Maharashtrian, Malwani, Mangalorean, Goan, Konkan",,39,39,39,1000,
Prakash Snack Center,Pune,Shivaji Nagar,"Fast, Food, Snacks",,37,37,37,100,
The Cake & Cream Factory,Pune,Sadashiv Peth,"Desserts, Bakery",4.2,38,38,38,200,12.78699424
AKKAGS T.R SHARMA SHEGOAN KACHORI CENTER,Pune,Narayan Peth,"Street, Food",,37,37,37,100,
Mh 12 Biryani House,Pune,Swargate,"Biryani, Indian, Seafood",,37,37,37,450,
CAD (M) CAD (B),Pune,Sadashiv Peth,"Beverages, Desserts, Fast, Food",4,34,34,34,200,18.46048207
HOT KATHI ROLLS,Pune,Shivaji Nagar,"Snacks, Indian",,45,45,45,200,
UFO Fries & Corn,Pune,Shivaji Nagar,"Fast, Food",,40,40,40,300,
Crazy Cheesy,Pune,Swargate,"Pizzas, Pastas, American, Italian",4.3,37,37,37,400,13.09144648
Rolls Mania,Pune,Sadashiv Peth,"Fast, Food",4.3,34,34,34,200,19.84501822
Abhishek Veg Restaurant,Pune,Erandwane,"North, Indian, Chinese, Fast, Food",4.3,47,47,47,400,29.70764555
Atharva Eggs Corner,Pune,Sadashiv Peth,Maharashtrian,,39,39,39,300,
Niranjan Veg Restaurant,Pune,Shivajinagar,"North, Indian, Chinese, South, Indian, Fast, Food",4.3,34,34,34,500,19.84501822
The Cake Studio & Cafe,Pune,Sadashiv Peth,"Fast, Food",4.7,32,32,32,350,21.69106643
UBQ by Barbeque Nation,Pune,Narayan Peth,"North, Indian, Mughlai, Seafood, Biryani, Desserts, Kebabs",4,39,39,39,300,18.46048207
Yolkshire,Pune,Shivajinagar,"Healthy, Food, European, Salads, Italian, Desserts, Beverages",4.3,35,35,35,300,19.84501822
Green Signal.,Pune,Shivajinagar,"Chinese, Continental, Indian, North, Indian",4.4,44,44,44,500,13.39589873
The Vegetable - FC Road,Pune,Narayan Peth,"North, Indian, Continental, European, Italian",,49,49,49,350,
Mahabaleshwar Berry Bash,Pune,Shivajinagar,"Ice, Cream, Desserts",,39,39,39,250,
Malvan ch kalvan,Pune,Swargate,"Thalis, Biryani",,37,37,37,240,
Shree Savji Biryani,Pune,Swargate,"North, Indian, Biryani, Thalis",,40,40,40,200,
Kok Pa Chinese,Pune,Deccan Gymkhana,"Chinese, Asian",3.9,34,34,34,250,17.99897002
Banjos The Food Chain,Pune,Shivaji Nagar,"Fast, Food, Chinese, Beverages",,36,36,36,300,
Hotel Shreyas,Pune,Shivajinagar,Maharashtrian,4.4,35,35,35,400,20.30653027
Amalgam - Fusion Food,Pune,Camp,"Continental, Italian, Bakery, Pan-Asian, Oriental",,47,47,47,500,
Galaxy - Orbett Hotel,Pune,Shivajinagar,"North, Indian, Asian, Continental",,37,37,37,1000,
Starbucks Coffee,Pune,Shivajinagar,"Beverages, Ice, Cream",4.3,44,44,44,400,19.84501822
CAKE  TOWN,Pune,Sadashiv Peth,Bakery,,38,38,38,200,
Breaking Bread Pune - Mehta Foods,Pune,Swargate,Indian,,48,48,48,200,
Frozen Bottle,Pune,Shivajinagar,"Beverages, Ice, Cream, Desserts",4.7,29,29,29,250,18.47958047
COFFEE NATION,Pune,Shivajinagar,"Indian, Cafe",,37,37,37,300,
Milan Pure Veg Restaurant,Pune,Ganj Peth,Indian,4.4,34,34,34,220,17.30003278
The Sea Secret,Pune,Narayan Peth,"Indian, Chinese",,50,50,50,1000,
Treat Studio,Pune,Deccan Gymkhana,"Fast, Food, Pastas",,44,44,44,300,
Chow Chow Chinese,Pune,Erandwane,Chinese,3.9,34,34,34,200,26.94414364
Cafe Goodluck,Pune,Deccan Gymkhana,"North, Indian, Fast, Food, Biryani, Cafe, Snacks, Beverages, Bakery",4.4,35,35,35,200,20.30653027
Shraavan Restaurant,Pune,Shivajinagar,"North, Indian, Chinese, Continental, Indian, Beverages",4.4,36,36,36,400,20.30653027
ZAZA 22 Spice Biryani,Pune,Shivaji Nagar,"North, Indian, Biryani, Combo, Snacks",3.6,37,37,37,250,14.15457228
George Restaurant,Pune,Camp,"North, Indian, Chinese, Biryani, Mughlai, Parsi, Fast, Food",4.3,33,33,33,600,29.70764555
NEW NEETA VEG AND NONVEG,Pune,Shivaji Nagar,"Indian, Biryani",,37,37,37,300,
Chitale Ice Cream,Pune,Swargate,"Ice, Cream",4.7,33,33,33,250,14.30925546
Culture Express,Pune,Shivajinagar,"Continental, North, Indian, Italian, European, Biryani, Indian, Chinese",,38,38,38,800,
KOD - King of Desserts And Waffles,Pune,Narayan Peth,"Desserts, Beverages",,37,37,37,200,
NH1 Bowls - Highway To North,Pune,Shivaji Nagar,"North, Indian, Biryani, Combo, Snacks",3.8,37,37,37,250,11.56918526
LeanCrust Pizza - ThinCrust Experts,Pune,Shivaji Nagar,"Pizzas, Italian, Healthy, Food",4,44,44,44,350,12.17808975
Mealful Rolls - Meals in a Roll,Pune,Shivaji Nagar,"North, Indian, Biryani, Combo, Snacks",,38,38,38,250,
Itminaan Biryani - Dum Pukht,Pune,Shivaji Nagar,"North, Indian, Biryani, Combo, Snacks",4.1,40,40,40,250,12.48254199
BOX8 - Desi Meals,Pune,Shivaji Nagar,"North, Indian, Biryani, Combo, Snacks",3.9,37,37,37,250,17.99897002
The Quick Wok,Pune,Shivajinagar,"Chinese, Fast, Food, Thai",4,38,38,38,300,18.46048207
TERRASINNE FOOD CORP.LLP,Pune,Shivaji Nagar,Indian,,51,51,51,600,
Caramellas Cake Shop Navi Peth,Pune,Sinhgad Road,Bakery,,33,33,33,100,
Abhis Corner By Samarth Foods,Pune,Sadashiv Peth,"Fast, Food, Italian, Chinese",,38,38,38,150,
Sharvaree Restaurant,Pune,Shivajinagar,"Maharashtrian, North, Indian, Chinese",4.3,38,38,38,700,16.90685022
Cafe Durga,Pune,Sadashiv Peth,"Fast, Food",4.2,47,47,47,100,12.78699424
Burger 69 & More,Pune,Shivajinagar,"Fast, Food",4.1,52,52,52,350,12.48254199
The Burger Barn Cafe,Pune,FC Road,"American, Fast, Food",4.1,46,46,46,300,18.92199412
CAKESHAHI,Pune,Shivajinagar,Bakery,,37,37,37,200,
Red Hot Chinese Center,Pune,Sadar Bazaar,Indian,4.3,31,31,31,250,16.90685022
Dragon,Pune,Shivajinagar,"North, Indian, Chinese",,38,38,38,450,
The Deccan Spice Restaurant,Pune,Shivaji Nagar,"North, Indian, Malwani, Desserts, Chinese",,37,37,37,500,
hotel vishwa,Pune,Swargate,"North, Indian, Chinese, Tandoor, Jain",,37,37,37,200,
Soaham Dining Hall and Food Zone,Pune,Shivajinagar,Combo,3.8,45,45,45,300,11.56918526
Falahaar,Pune,Shivajinagar,"Fast, Food, Beverages, American, Pizzas",4.3,35,35,35,250,19.84501822
Surve's Pure Non-Veg,Pune,Shivajinagar,Maharashtrian,4,38,38,38,550,18.46048207
Relax Pure Veg,Pune,Deccan Gymkhana,"North, Indian, Snacks, Fast, Food, Desserts, Beverages",3.9,34,34,34,200,17.99897002
Blue Nile,Pune,Agarkar Nagar,"Biryani, Mughlai, Tandoor, Chinese, Desserts, Ice, Cream, Beverages",4.2,31,31,31,1000,29.01677007
Domino's Pizza,Pune,Somwarpeth,Pizzas,,30,30,30,400,
Ishan Pure Veg,Pune,Shivajinagar,"North, Indian, Chinese, South, Indian, Beverages",4.4,38,38,38,400,27.35306684
Momo Nation Cafe,Pune,Deccan Gymkhana,"Indian, Chinese",,35,35,35,300,
McDonald's Gourmet Burger Collection,Pune,Shivaji Nagar,"American, Continental, Fast, Food, Desserts, Beverages",3.9,36,36,36,600,15.33411997
McCafe by McDonald's,Pune,Shivajinagar,"Beverages, Desserts",,38,38,38,250,
PALLAVI PURE VEG,Pune,Shivaji Nagar,"North, Indian, South, Indian, Chinese, Beverages, Desserts",,35,35,35,300,
Shree Krishna Palace,Pune,Agarkar Nagar,"North, Indian, Fast, Food, South, Indian",,33,33,33,400,
Cafe Kathaa,Pune,Deccan Gymkhana,"Continental, Healthy, Food, Beverages",,47,47,47,550,
KIRTI,Pune,Shivaji Nagar,"Indian, Beverages",4.6,37,37,37,400,14.00480321
Greedy Momos,Pune,Deccan Gymkhana,"Chinese, Fast, Food, Snacks, Beverages",4,36,36,36,100,12.17808975
Sainath Khanawal,Pune,Shivaji Nagar,"Maharashtrian, Thalis",,44,44,44,300,
Housefull Paratha,Pune,Shivajinagar,"North, Indian, Punjabi",,45,45,45,700,
CAFE SKY,Pune,Aundh,"Chinese, Juices",,36,36,36,420,
Sambar Pure Veg,Pune,Swargate,"South, Indian, Chinese, Beverages, Indian",,39,39,39,150,
Chinese Room,Pune,Swargate,Chinese,,44,44,44,400,
Madhav Veg Non Veg,Pune,Agarkar Nagar,"North, Indian, Chinese",4.2,37,37,37,350,12.78699424
Cafe Chokolade,Pune,Modi Colony,"Desserts, Ice, Cream",4.7,30,30,30,120,14.30925546
Cafe Durga,Pune,Shivaji Nagar,"South, Indian, Fast, Food, Beverages",,38,38,38,300,
NOTO - Healthy Ice Cream,Pune,Shivaji Nagar,"Ice, Cream",,44,44,44,250,
THE BROTHERS SHAWARMA CAFE,Pune,Deccan Gymkhana,"Fast, Food",3.4,37,37,37,200,10.35137629
Malhar family Restaurant and bar,Pune,Swargate,"North, Indian, Chinese, Snacks",,48,48,48,300,
Jayashree Pavbhaji and Juice Bar,Pune,Swargate,"Street, Food, Beverages",,45,45,45,200,
Roopali Restaurant - FC Road,Pune,Shivaji Nagar,"South, Indian, Fast, Food, North, Indian, Beverages",4.5,37,37,37,400,20.76804233
Smoke House Deli,Pune,Shivajinagar,"European, Italian, American, Pastas, Salads, Juices, Desserts, Combo",4,49,49,49,800,15.72730253
Icekraft,Pune,Shivaji Nagar,Desserts,,38,38,38,400,
Supriya Restaurant,Pune,Modi Colony,"North, Indian, Chinese, South, Indian, Fast, Food, Beverages, Snacks",4.4,29,29,29,400,30.39852103
Jayashree Garden,Pune,Shukrawar Peth,"North, Indian, Chinese, Continental, Fast, Food",4.1,36,36,36,500,16.12048509
IBACO,Pune,Camp,"Ice, Cream, Desserts",,35,35,35,800,
Preeti Pavbhaji & Juicebar,Pune,Shukrawar Peth,"Fast, Food, Pizzas, Beverages",3.8,38,38,38,200,11.56918526
Uncle Kitchen,Pune,Agarkar Nagar,"Fast, Food, North, Indian, Chinese",,40,40,40,250,
BOSS Burger,Pune,Shivajinagar,"American, Continental, Fast, Food, Combo",4,45,45,45,500,15.72730253
Flavours Street,Pune,Deccan Gymkhana,"Fast, Food, Beverages",4.2,34,34,34,150,19.38350617
Monginis,Pune,Deccan Gymkhana,"Fast, Food",,33,33,33,150,
Ronak Pav Bhaji And Juice Bar,Pune,Shivaji Nagar,"Street, Food, Indian, Beverages, Fast, Food, Ice, Cream, Pizzas",,51,51,51,200,
FC Road Social,Pune,Shivajinagar,"Indian, Chinese, South, Indian, American, Fast, Food, Kebabs, Mughlai, Biryani, Combo",3.9,40,40,40,600,17.99897002
Zhatkan Patkan Rasoi,Pune,Swargate,Indian,,38,38,38,350,
Hotel Subhadraa ,Pune,Shivajinagar,"North, Indian",4.5,38,38,38,500,13.70035097
Marzorin,Pune,Camp,"Fast, Food, Bakery, Beverages, Snacks, Desserts",4.4,33,33,33,200,30.39852103
PK Biryani House Main Branch (Mhatre Bridge),Pune,Erandwane,"Biryani, Maharashtrian, North, Indian, Seafood",4,40,40,40,400,24.8664244
Niwara cafe and snacks,Pune,Swargate,"Fast, Food, Pizzas, Pastas",,47,47,47,518,
Yumma Swami,Pune,Camp,"South, Indian",4.2,36,36,36,200,16.51366766
Theobroma,Pune,Shivaji Nagar,"Desserts, Bakery, Beverages",4.6,32,32,32,500,21.22955438
The Chocolate Room,Pune,Deccan Gymkhana,"Desserts, Continental, Fast, Food",,39,39,39,450,
Sagar,Pune,Agarkar Nagar,"North, Indian, South, Indian, Chinese",4.6,31,31,31,550,14.00480321
Wadeshwar(FC Road),Pune,FC Road,"South, Indian, Street, Food, Fast, Food, Snacks, Beverages, Healthy, Food, Indian",4.4,35,35,35,300,27.35306684
WAGH BAKRI TEA LOUNGE,Pune,Deccan Gymkhana,"Fast, Food",,34,34,34,500,
Wok n Roll,Pune,Swargate,"Chinese, Snacks",,39,39,39,1,
KANNU KI CHAI,Pune,Shivaji Nagar,"Beverages, Snacks, Maharashtrian",,36,36,36,250,
Cafe 52,Pune,Camp,"Fast, Food",,36,36,36,200,
Cafe Madeline,Pune,Shivajinagar,European,,44,44,44,300,
Coffee House,Pune,Camp,"North, Indian, Chinese, South, Indian, Fast, Food",4.4,32,32,32,250,20.30653027
Raje Chinese,Pune,Camp,Chinese,4.1,38,38,38,400,12.48254199
Mathura Pure Veg,Pune,Shivajinagar,"Maharashtrian, Street, Food, Fast, Food",4.1,46,46,46,400,28.3258946
Spring Onion,Pune,Deccan Gymkhana,"Chinese, Thai, Pan-Asian, Seafood",4.3,39,39,39,500,19.84501822
Hotel Maharashtra,Pune,Bhawani Peth,"North, Indian",4.1,45,45,45,300,12.48254199
Satwik Dining Hall,Pune,Deccan Gymkhana,Maharashtrian,,46,46,46,200,
Cafe Taiba,Pune,Modi Colony,"Indian, Mughlai, Chinese, Biryani",3.9,31,31,31,250,24.24476379
Top In Town,Pune,Deccan Gymkhana,"Bengali, Indian, Chinese",4.6,36,36,36,400,21.22955438
Cake Cart,Pune,Camp,"Desserts, Bakery",,36,36,36,300,
Sukh Sagar,Pune,Camp,"North, Indian, Chinese",4.4,36,36,36,400,13.39589873
Le Plaisir,Pune,Deccan Gymkhana,"Italian, Continental, European, Desserts",4.5,40,40,40,1000,27.97472745
Malabar Restaurant,Pune,Camp,Indian,,36,36,36,300,
Hotel Buff Special,Pune,Bhawani Peth,"North, Indian",4.5,39,39,39,300,13.70035097
Hotel Zamzam,Pune,Bhawani Peth,"North, Indian, Chinese",4.1,38,38,38,300,12.48254199
Hotel Shamiaana,Pune,Bhawani Peth,"North, Indian",,36,36,36,300,
Hotel Bismillah,Pune,Bhawani Peth,"North, Indian",4.2,36,36,36,300,16.51366766
Hotel New Star,Pune,Bhawani Peth,"North, Indian",,36,36,36,300,
Nanumal Bhojraj Sweets,Pune,Swargate,Sweets,,39,39,39,350,
Chocolate Biclate,Pune,Shivaji Nagar,"Bakery, Desserts, Beverages",4.3,46,46,46,250,16.90685022
Saffron Vegetarian,Pune,Sadashiv Peth,"North, Indian, Chinese, South, Indian, Fast, Food",4.3,40,40,40,500,19.84501822
Chinese Kitchen,Pune,Modi Colony,"North, Indian, Chinese",,39,39,39,300,
Kerala House,Pune,Camp,"Indian, Chinese",4.2,38,38,38,300,12.78699424
Subhanallah Biryani House,Pune,Katad Khana,"Biryani, Chinese, North, Indian, Mughlai, Fast, Food, Beverages",3.8,40,40,40,200,11.56918526
Irani Cafe,Pune,Camp,"Bakery, Snacks, Desserts, Beverages",4.3,32,32,32,200,19.84501822
De Kettle Cafe,Pune,Camp,"Fast, Food, Beverages, Combo, Snacks",4.6,44,44,44,300,14.00480321
,,,,,,,,,
,,,,,,,,,
Chatori Dilli,Pune,Camp,"Fast, Food",,41,41,41,250,
Cheesiano Pizza(Law College),Pune,LAW COLLEGE ROAD,"North, Indian, Pizzas, Pastas",3.9,48,48,48,300,15.33411997
Asia Kitchen By Mainland China,Pune,Shivajinagar,"Asian, Chinese, Oriental",4.5,55,55,55,850,20.76804233
Mankar Dosa,Pune,Satara road Bibvewadi,"South, Indian, Fast, Food",4,47,47,47,200,18.46048207
Abhishek Non Veg Restaurant,Pune,Erandwane,"North, Indian, Chinese, Seafood",4.3,40,40,40,800,19.84501822
Merwans Cake Stop,Pune,Camp,"Bakery, Desserts",4.1,40,40,40,400,16.12048509
Gourmet Ice Cream Cakes by Baskin Robbins,Pune,Camp,"Desserts, Ice, Cream, Bakery",,36,36,36,250,
Fit Food Company,Pune,Camp,"Healthy, Food, Salads, Continental, Juices, Seafood, Beverages",4.2,45,45,45,500,19.38350617
Food pride,Pune,Koregaon Park,"Fast, Food, Snacks, Bakery",,48,48,48,40,
The Betel Leaf - Paan and Desserts,Pune,Erandwane,"Paan, Desserts",4.8,45,45,45,300,14.6137077
Shaukeen - The Complete Paan Shop,Pune,Erandwane,Desserts,4.7,34,34,34,150,21.69106643
Anna Idli,Pune,Sangamvadi,"South, Indian",4,37,37,37,300,18.46048207
Taste Of Hyderabad,Pune,Sangamvadi,"Biryani, Hyderabadi, North, Indian, Chinese, Beverages",3.8,37,37,37,350,17.53745796
Kapila Kathi Kebab,Pune,Sangamvadi,"Fast, Food",4.4,35,35,35,250,20.30653027
Cafe Rudra,Pune,Shivajinagar,"Fast, Food",,47,47,47,200,
Fantasy Juice Bar & Snacks,Pune,Koregaon Park,Juices,,47,47,47,250,
Supreme Snacks,Pune,Erandwane,"Fast, Food",4.2,47,47,47,400,16.51366766
Nisarg,Pune,Erandwane,"North, Indian, Seafood, Malwani",4.4,48,48,48,1200,20.30653027
Aufside @ Hotfut,Pune,Guru Nanak Nagar,"North, Indian, Continental, American, Fast, Food, Chinese, Pizzas, Desserts",4.4,53,53,53,400,13.39589873
The Veg Culture,Pune,Guru Nanak Nagar,"North, Indian, Continental, Italian, Mexican, Lebanese",,52,52,52,400,
Hotel Annapurna Tarangan,Pune,Parvati,Maharashtrian,4.2,52,52,52,150,19.38350617
Tales & Spirits,Pune,Gokhalenagar,"Italian, Continental",4.1,49,49,49,600,12.48254199
Spice kitchen  JW Marriott Pune,Pune,Shivajinagar,"Indian, Continental",4.3,56,56,56,1000,13.09144648
Mad Over Donuts,Pune,Erandwane,"Desserts, Sweets, Bakery",4.1,38,38,38,200,18.92199412
Big Bowl Company,Pune,Swargate,"North, Indian, Chinese, Biryani, Fast, Food",3.7,49,49,49,300,11.26473302
Pizza hut Express,Pune,Shivaji Nagar,Pizzas,,47,47,47,300,
Krishna Dining,Pune,Erandwane,Maharashtrian,4.4,38,38,38,600,20.30653027
Jose & Isabella's Italian Pizza,Pune,Erandwane,Italian,,50,50,50,300,
Swagat Veg Non Veg,Pune,Shivaji Nagar,"North, Indian, Biryani, Tandoor, Kebabs",,49,49,49,200,
The Momo Co.,Pune,Swargate,"Tibetan, Asian, Chinese, Fast, Food, Desserts, Snacks",,51,51,51,250,
Mainland China,Pune,Shivajinagar,"Chinese, Oriental, Thai, Pan-Asian, Seafood, Asian, Desserts",4.4,53,53,53,850,20.30653027
Chaat Bazaar,Pune,Guru Nanak Nagar,"Fast, Food",,52,52,52,200,
Gelato Italiano,Pune,Guru Nanak Nagar,Desserts,,48,48,48,150,
HYDERABAD VIBES,Pune,Sangamvadi,"Biryani, Snacks",,47,47,47,400,
THE PIZZA BOX,Pune,Shivaji Nagar,Italian,,44,44,44,299,
SLAY Coffee,Pune,Erandwane,"Beverages, Desserts",4.3,40,40,40,200,19.84501822
Mandarin Oak- The Heavenly Chinese,Pune,Erandwane,"Chinese, Asian, Thai",3.8,47,47,47,350,11.56918526
Crazy Cheesy ( Law Collage Road ),Pune,Kothrud,"Continental, Pastas, Pizzas",,49,49,49,500,
Friendship Corner,Pune,Shivaji Nagar,"Pizzas, British, Snacks, Beverages",,46,46,46,150,
PRACHI CHINESE,Pune,Sinhgad Road,Chinese,,49,49,49,350,
Nandu's Paratha & TND Fastfood,Pune,Sangamvadi,"North, Indian, Fast, Food",4.2,39,39,39,200,19.38350617
Jagaat Bhaari Kolhapuri,Pune,Parvati Paytha,Maharashtrian,4.2,44,44,44,200,16.51366766
MAINLAND CHINESE,Pune,Erandwane,Chinese,3.2,46,46,46,250,14.76838565
PIZZA POINT,Pune,Swargate,"Pizzas, American, Snacks",,46,46,46,300,
Vishwakamal,Pune,Maharshi Nagar,"North, Indian, Chinese",,53,53,53,500,
Pop Tate's,Pune,Shivaji Nagar,"North, Indian, Chinese, Continental, Italian, Desserts",,47,47,47,500,
Kollage Food Court,Pune,Erandwane,"North, Indian, Punjabi, Indian, Continental",4.4,50,50,50,300,13.39589873
Neo's Chinese,Pune,Kothrud,"North, Indian, Punjabi",,47,47,47,200,
Top N Town,Pune,Swargate,"Ice, Cream, Desserts",,44,44,44,100,
King of chinese,Pune,Swargate,Chinese,,48,48,48,200,
Oakleaf,Pune,Koregaon Park,"North, Indian, Italian",,54,54,54,1000,
Aasing's Kitchen,Pune,Shivaji Nagar,Continental,,45,45,45,150,
MALJIS SAIBA FARSAN BHELPURI CENTER,Pune,Sinhgad Road,"Fast, Food, Snacks",,47,47,47,200,
Chimichurri - All Day Asian Diner,Pune,Aundh,"Pan-Asian, Beverages, Chinese",,50,50,50,1000,
Kaka Halwai,Pune,Parvati,"Street, Food",4.2,39,39,39,150,16.51366766
Atithi Restaurant,Pune,Maharshi Nagar,"North, Indian, Punjabi",,53,53,53,500,
Shawarma Spot,Pune,Bibwewadi,"Lebanese, Fast, Food",3.5,47,47,47,200,13.76138971
Sai Chinese,Pune,Erandwane,Chinese,3.2,47,47,47,250,14.76838565
Turkish Delight,Pune,Shivajinagar,"Arabian, Turkish",4.3,44,44,44,350,13.09144648
CONRAD PUNE,Pune,Sangamvadi,"Continental, Italian",4.4,53,53,53,2000,13.39589873
Sweet Bengal,Pune,Dhole Patil Road,"Sweets, Indian, Snacks, Desserts",4.5,39,39,39,150,17.69321535
Let's Hangout@001,Pune,Koregaon Park,"Chinese, Pizzas, Pastas",,46,46,46,1000,
Rambo's Biryani House,Pune,Kothrud,"Indian, Kebabs",,45,45,45,350,
Poona Guest House,Pune,Shivajinagar,"Snacks, Beverages, Maharashtrian",,57,57,57,400,
Keventers Ice Creamery,Pune,Shivajinagar,"Ice, Cream, Desserts",,48,48,48,300,
Miana's Croissanterie,Pune,Erandwane,Snacks,4.5,40,40,40,200,17.69321535
Ganpat sweets,Pune,Gokhalenagar,"Indian, Snacks",4.6,45,45,45,100,14.00480321
Banglore Iyanger Bakery,Pune,Gokhalenagar,"Bakery, Desserts",,49,49,49,200,
La Cheezy,Pune,Sangamvadi,Pizzas,,55,55,55,300,
The Flame Burger,Pune,Gokhalenagar,Snacks,,47,47,47,300,
FALL IN LOVE,Pune,Shivaji Nagar,"Chinese, Fast, Food, Italian, Ice, Cream, Street, Food, Beverages",,48,48,48,250,
BOL BABY BOWL,Pune,Shivaji Nagar,"Continental, Indian",,46,46,46,300,
Al mizan Biryani house,Pune,Shivaji Nagar,"Biryani, North, Indian",,47,47,47,250,
MIKE IN 24 KITCHEN,Pune,Gokhalenagar,"Indian, Pizzas",,53,53,53,200,
Millie's Cookies ,Pune,Shivajinagar,"Cafe, Bakery",,52,52,52,200,
Madina Hotel,Pune,Shivaji Nagar,"North, Indian, Biryani",,47,47,47,300,
Kalpana Bhel,Pune,Parvati Paytha,"Fast, Food",4.1,46,46,46,100,12.48254199
High Garden,Pune,Shivaji Nagar,"Italian, Indian, Oriental",,55,55,55,400,
MRIGAYA - PUKHT BIRYANI AND MANDI,Pune,Shivaji Nagar,"South, Indian",,48,48,48,300,
TGI Fridays,Pune,Shivajinagar,"American, Mexican",,59,59,59,1000,
Keventers - Milkshakes and Desserts,Pune,Shivajinagar,"Beverages, Ice, Cream, Desserts, Healthy, Food",4.1,51,51,51,300,16.12048509
Maharaja Bhog,Pune,Shivajinagar,"North, Indian, Rajasthani, Gujarati",,58,58,58,800,
CakeZone,Pune,Shivajinagar,"Desserts, Bakery, Sweets, Ice, Cream, Beverages, Juices, Bengali",4.4,45,45,45,200,20.30653027
Vaibhav's- Biryani House,Pune,Gokhalenagar,"North, Indian, Biryani",,50,50,50,400,
Roll Club,Pune,Erandwane,"Fast, Food",,49,49,49,200,
Food Junction,Pune,Erandwane,Indian,,46,46,46,300,
Nitrobuzz,Pune,Erandwane,"Cafe, Desserts, Ice, Cream, Beverages, Pastas, Salads",,52,52,52,400,
SEA SPICES,Pune,Erandwane,Indian,,52,52,52,400,
Kalinga Veg Gourmet Kitchen,Pune,Erandwane,"North, Indian, European, Continental, Fast, Food, Mangalorean",4.3,49,49,49,400,19.84501822
Cafe spice wave,Pune,Shivaji Nagar,"American, Italian",,52,52,52,200,
Siily Chilly,Pune,Kothrud,Chinese,3.3,52,52,52,250,10.04692404
Baba's Veg Non Veg,Pune,Erandwane,"North, Indian, Chinese",4.1,45,45,45,250,12.48254199
Level 5 Bistro & Bar,Pune,Erandwane,"Continental, Pan-Asian, Italian, North, Indian, Beverages",4.4,49,49,49,600,17.30003278
Hot Momo's And Burger,Pune,Shivaji Nagar,"Fast, Food, Chinese",4.2,45,45,45,250,19.38350617
